,star,2MASS ID,source_id,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,2MASS_qph,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class,P_orb,P_orb_err,ecc,ecc_err,K1,K1_err,K2,K2_err,orb_class,M2_min (M1=1.0Msun),M2_min (M1=1.1Msun),M2_min (M1=1.2Msun),M2_min (M1=1.3Msun),M2_min (M1=1.4Msun),M2_min (M1=1.5Msun)
57,ZTF J005638.31+313643.4,2MASS 00563831+3136434,312863495359022720,WISEA J005638.32+313643.3,GALEX J005638.2+313643,14.159667925278278,31.612042693326472,1946.1536212465803,,2.95,0.17,,12.978005,684.1631,13.2132845,223.75621,12.584318,193.92003,11.981,0.021,11.625,0.022,11.527,0.021,11.515,0.023,11.518,0.021,11.342,0.135,8.932,,19.389299392700195,0.1327,16.38960075378418,0.0219999998807907,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
58,ZTF J010453.07+311455.2,2MASS 01045304+3114551,313311855584792832,WISEA J010453.06+311455.1,,16.221157179674858,31.24865148760282,1359.782732831922,,0.93,0.16,0.0087,14.272667,703.47485,14.768216,145.90152,13.612403,262.36118,12.754,0.022,12.235,0.023,12.166,0.019,12.165,0.022,12.182,0.024,12.279,0.301,8.632,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
59,ZTF J010110.96+314354.9,2MASS 01011095+3143547,314145835154465920,WISEA J010110.95+314354.8,,15.295673085688748,31.731903403299892,1303.6128617004438,,1.09,0.18,-0.1857,13.368575,488.03223,13.841497,146.67105,12.726023,167.10757,11.936,0.023,11.422,0.027,11.286,0.019,11.221,0.022,11.241,0.021,11.215,0.125,9.421,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
60,ZTF J012602.39+334114.5,2MASS 01260239+3341146,316865099208797952,WISEA J012602.40+334114.5,GALEX J012602.4+334114,21.509989855539125,33.687355607707374,1020.0753421127416,,13.68,0.16,,13.5467825,570.0087,14.030429,178.57405,12.892234,185.02998,11.991,0.021,11.484,0.022,11.358,0.017,11.283,0.023,11.299,0.021,11.176,0.128,9.331,,,,19.7155990600586,0.0773999989032745,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
61,ZTF J013015.49+353653.4,2MASS 01301550+3536535,317502369276242688,WISEA J013015.50+353653.4,GALEX J013015.5+353654,22.564594978160017,35.61484320782882,1198.327840852648,,1.04,0.13,-0.1823,14.009544,652.0307,14.51372,202.40614,13.343989,246.5499,12.611,0.023,12.11,0.022,11.953,0.019,11.854,0.024,11.893,0.021,11.619,0.148,9.095,,,,21.011499404907227,0.1247999966144561,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
62,V0535 And,2MASS 01314719+3848032,322950792990140672,WISEA J013147.21+384803.2,,22.94675988488766,38.80087225827852,450.7524079849188,,8.77,0.15,-0.0489,10.838518,666.2697,11.447217,180.029,10.087681,231.50467,9.204,0.022,8.625,0.024,8.431,0.024,8.312,0.024,8.333,0.02,8.23,0.02,8.167,0.182,,,,,,,,,AAA,0000,AAAB,RS,SSG,,,,,,,,,,,,,,,
63,GSC 02818-00259,2MASS 01342348+3953402,323872699129941120,WISEA J013423.48+395340.2,,23.59786247707869,39.89452533032748,1274.040033655764,,12.58,0.18,-0.2428,12.398722,501.77554,12.947702,157.71843,11.696556,171.45952,10.813,0.021,10.253,0.021,10.127,0.018,10.008,0.023,10.074,0.021,9.931,0.039,9.268,,,,,,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
64,CSS J021215.0+312123,2MASS 02121501+3121229,324575527577767680,WISEA J021215.01+312122.8,GALEX J021214.9+312123,33.06256841372984,31.35635762688352,1531.6781478532737,,14.5,0.22,0.108,14.6042,361.6032,15.217502,101.21491,13.86704,114.96493,12.96,0.023,12.395,0.021,12.221,0.021,12.116,0.023,12.155,0.023,11.686,0.184,9.2,,,,22.735700607299805,0.4517000019550323,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
65,CSS J021559.5+314722,2MASS 02155955+3147224,324694412272480128,WISEA J021559.54+314722.3,,33.99810512530612,31.789515282117335,1696.3622420096194,,5.08,0.23,-0.1917,15.182803,735.8271,15.867278,138.46019,14.370389,299.7707,13.179,0.022,12.553,0.022,12.38,0.023,12.378,0.023,12.353,0.023,12.261,0.32,9.338,,,,,,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
66,CSS J020424.0+325248,2MASS 02042406+3252487,325762381660194944,WISEA J020424.06+325248.4,,31.10031115110559,32.880178759850864,1203.8217100119916,,15.72,0.21,-0.1601,14.319356,220.51115,14.94677,65.84057,13.539694,73.260544,12.416,0.025,11.851,0.024,11.735,0.023,11.669,0.023,11.68,0.022,11.526,0.201,8.891,,,,,,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
67,CG Tri,2MASS 02270842+3423205,326753999413912192,WISEA J022708.45+342320.4,GALEX J022708.4+342320,36.785301163356024,34.388980426335436,350.0381086240984,48.29183333333334,3.11,0.19,-0.3027,11.477059,252.3875,12.060361,69.91107,10.7212715,112.03937,9.717,0.023,9.145,0.023,8.994,0.02,8.923,0.023,8.904,0.02,8.767,0.028,8.398,0.313,21.52560043334961,0.4139,18.24740028381348,0.0498000010848045,No,Variable H-alpha,Normal Emission,Normal Emission,AAA,0000,AAAB,RS,SSG,3.1147,0.0492,0.0621,0.0152,39.033,0.572,,,Asymmetric,0.29796243,0.3162369,0.33394486,0.3511494,0.36790237,0.384247
68,BY Tri,2MASS 02213329+3404455,326868765236052992,WISEA J022133.30+340445.0,,35.38880000605015,34.079147283123845,204.28886604096553,,3.62,0.23,-0.1092,9.623117,396.3899,10.039456,124.386444,9.025792,136.54562,8.28,0.019,7.926,0.021,7.806,0.023,7.737,0.027,7.783,0.02,7.716,0.02,7.679,0.174,,,,,No,Absorption,No RV Data,Too Little Data,AAA,0000,AAAB,RS,RS,,,,,,,,,,,,,,,
69,ZTF J020047.82+355425.2,2MASS 02004782+3554254,330141908272815232,WISEA J020047.82+355425.3,,30.19929460997198,35.90701828878631,1837.505857923964,,12.33,0.27,-0.7667,14.92036,486.22205,15.425355,143.29808,14.240465,176.30835,13.218,0.023,12.715,0.023,12.588,0.026,12.552,0.023,12.525,0.025,12.289,0.302,9.101,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
70,ZTF J021118.32+364923.7,2MASS 02111832+3649238,331319107270709376,WISEA J021118.32+364923.6,GALEX J021118.3+364924,32.82635105989289,36.82323783033296,637.1840189614661,,1.51,0.14,0.0741,12.887628,299.7351,13.414917,84.728806,12.144689,116.62031,11.05,0.021,10.552,0.023,10.423,0.02,10.457,0.023,10.468,0.02,10.377,0.073,8.617,,22.41449928283692,0.4753,19.602500915527344,0.0838000029325485,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
71,TYC 2836-1816-1,2MASS 02340014+4019388,335323352522628480,WISEA J023400.14+401938.8,,38.50062017895887,40.32746168796618,1210.9208425198967,,35.51,0.18,0.1102,11.983283,215.49524,12.646596,59.726288,11.186688,73.0244,10.081,0.022,9.471,0.021,9.299,0.016,9.163,0.022,9.221,0.02,9.085,0.034,8.349,,,,,,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
72,ZTF J024515.29+401226.6,2MASS 02451529+4012265,335880912294085120,WISEA J024515.30+401226.6,,41.3137323283099,40.20738060132149,1393.8317558298402,,19.16,0.22,-0.1304,13.435417,571.3336,13.906196,161.28137,12.799649,230.48592,11.981,0.03,11.552,0.03,11.405,0.018,11.36,0.024,11.373,0.022,11.277,0.158,9.126,,,,,,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
73,[YWW2015]_S530 9886,2MASS 02562742+4139424,336301338052714368,WISEA J025627.42+413942.4,GALEX J025627.4+413942,44.11427485804112,41.66176277585515,1222.6744871922083,,7.07,0.31,-0.2522,13.376732,246.5138,13.94127,72.8784,12.653078,82.777985,11.534,0.02,10.908,0.019,10.816,0.018,10.803,0.023,10.777,0.02,10.79,0.105,8.704,,,,19.408100128173828,0.1142000034451484,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
74,CSS J023510.6+413301,2MASS 02351062+4133013,338502422893089536,WISEA J023510.63+413301.4,,38.79430803776344,41.550414260785296,1858.3530641039908,,6.96,0.18,0.0197,15.440624,226.34431,16.116486,64.91985,14.636092,86.13873,13.427,0.024,12.806,0.029,12.696,0.031,12.603,0.023,12.581,0.025,11.703,0.239,8.79,0.423,,,,,,,,,AAA,0000,AABC,SSG,SSG,,,,,,,,,,,,,,,
75,ZTF J024234.92+442725.2,2MASS 02423492+4427253,340694539840991488,WISEA J024234.92+442725.2,,40.645543904468255,44.456998006764664,1399.5060093756476,,15.21,0.35,,12.900484,701.2688,13.390359,273.19156,12.226644,281.31137,11.577,0.022,10.98,0.031,10.84,0.02,10.687,0.023,10.699,0.021,10.512,0.077,8.362,,,,,,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
76,ZTF J015340.69+374837.9,2MASS 01534070+3748377,342738738114691712,WISEA J015340.70+374837.8,GALEX J015340.6+374838,28.41959346450536,37.81050661498925,1120.0407250431654,,13.62,0.18,-0.1811,13.376034,378.60516,13.847308,109.940796,12.742,136.74344,11.994,0.021,11.485,0.03,11.384,0.026,11.328,0.023,11.351,0.021,11.013,0.101,8.426,0.229,,,19.910200119018555,0.1299999952316284,,,,,AAA,0000,AAAB,RS,RS,,,,,,,,,,,,,,,
77,ZTF J020151.14+393916.2,2MASS 02015114+3939162,344628042689644032,WISEA J020151.14+393916.2,GALEX J020151.1+393916,30.463113445260255,39.654508299667384,1137.5923160252073,,0.91,0.18,,13.234666,645.1079,13.693973,192.21408,12.613895,263.82718,11.971,0.029,11.477,0.033,11.348,0.02,11.178,0.023,11.201,0.021,11.014,0.108,9.215,,,,19.54730033874512,0.0829000025987625,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
78,ZTF J020653.31+431900.9,2MASS 02065332+4319013,346400352354230656,WISEA J020653.31+431901.0,,31.72216874072028,43.316937973340934,910.1609703658976,,14.75,0.2,,13.895212,596.2808,14.434544,141.8608,13.196952,225.17044,12.235,0.023,11.688,0.029,11.581,0.02,11.622,0.025,11.615,0.024,11.295,0.187,8.828,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
79,GSC 02841-00074,2MASS 02051133+4355154,346476871491286656,WISEA J020511.34+435515.3,,31.297246552042058,43.92093058411258,1318.7091079928914,,61.8,0.2,0.1373,12.4784565,190.05199,13.108362,54.364758,11.708233,70.757706,10.682,0.021,10.086,0.023,9.943,0.019,9.891,0.023,9.956,0.02,9.764,0.05,8.006,,,,,,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
80,ZTF J015804.40+430356.2,2MASS 01580441+4303563,346566309890795008,WISEA J015804.42+430356.2,,29.518378827332853,43.06562396917726,1941.9354455668677,,12.32,0.21,,15.001236,508.21332,15.619304,134.92929,14.244888,178.97379,13.162,0.025,12.583,0.026,12.437,0.024,12.414,0.024,12.42,0.024,11.817,0.238,8.371,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
81,TYC 2828-1943-1,2MASS 01591037+4330033,346601940939356288,WISEA J015910.36+433003.4,,29.793177478613845,43.5009617579768,1197.5711007456075,,21.36,0.27,-0.2349,11.13237,492.69955,11.811506,140.20389,10.337148,193.75632,9.264,0.023,8.741,0.084,8.504,0.019,8.397,0.022,8.495,0.019,8.375,0.022,8.524,0.379,,,,,,,,,AAA,0h00,AAAC,RS,SSG,,,,,,,,,,,,,,,
82,ZTF J013613.08+414414.6,2MASS 01361308+4144146,348133320118906368,WISEA J013613.08+414414.5,,24.054530202882297,41.73738015608271,1978.787376576158,,4.32,0.18,-0.162,15.226832,539.47107,15.7284775,170.83174,14.5381365,202.53441,13.808,0.028,13.31,0.026,13.115,0.031,13.061,0.023,13.091,0.028,12.493,0.344,9.297,0.511,,,,,,,,,AAA,0000,AABC,RS,SSG,,,,,,,,,,,,,,,
83,ZTF J013911.35+424118.8,2MASS 01391136+4241188,348552234048968832,WISEA J013911.35+424118.8,GALEX J013911.3+424118,24.797310078171048,42.68855383290637,1537.2626474295682,,13.52,0.18,-0.2422,14.105546,638.28284,14.577844,212.34987,13.468483,217.43785,12.543,0.023,12.011,0.03,11.898,0.024,11.895,0.023,11.901,0.022,11.57,0.208,9.075,,,,20.755699157714844,0.2194000035524368,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
84,ZTF J014913.61+435849.2,2MASS 01491361+4358492,349482794546280832,WISEA J014913.61+435849.2,GALEX J014913.6+435848,27.30675360403891,43.980337465221105,1308.608577089031,,30.69,0.18,-0.2028,13.786529,644.4817,14.290677,236.13977,13.089726,262.09525,12.23,0.023,11.653,0.03,11.563,0.025,11.493,0.023,11.532,0.021,11.359,0.117,9.002,,,,20.31629943847656,0.1942999958992004,,,,,AAA,0000,AABU,cut,SSG,,,,,,,,,,,,,,,
85,ZTF J021639.46+462550.1,2MASS 02163944+4625501,352404785352944384,WISEA J021639.45+462550.0,,34.164405034136976,46.4305845104773,1288.790314667394,,13.54,0.35,-0.4776,14.848055,392.48642,15.441471,112.45991,14.107752,156.58669,13.163,0.028,12.554,0.024,12.408,0.026,12.348,0.023,12.379,0.023,12.051,,8.804,,,,,,,,,,AAA,0h00,AAUU,RS,SSG,,,,,,,,,,,,,,,
86,ZTF J020426.22+443502.9,2MASS 02042617+4435029,352700347823236224,WISEA J020426.20+443502.9,GALEX J020426.2+443503,31.10924565364579,44.584136376348006,504.5327697883945,,12.18,0.2,0.0267,12.562258,340.8139,13.148602,95.90781,11.835036,126.887245,10.819,0.022,10.307,0.025,10.162,0.019,10.151,0.023,10.171,0.02,9.98,0.057,8.707,0.382,,,19.971900939941406,0.1539999991655349,,,,,AAA,0000,AAAC,RS,SSG,,,,,,,,,,,,,,,
87,ZTF J020258.46+451646.0,2MASS 02025846+4516460,352800987494410752,WISEA J020258.46+451645.9,GALEX J020258.4+451646,30.743618105424257,45.27942557966024,1522.7415538490916,,7.66,0.24,-0.3491,13.872165,299.7507,14.383482,95.27152,13.191178,101.50983,12.272,0.023,11.703,0.021,11.595,0.02,11.473,0.024,11.481,0.021,11.16,0.153,8.959,,,,19.940099716186523,0.1583999991416931,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
88,ZTF J021209.83+472521.2,2MASS 02120982+4725209,353440078630585600,WISEA J021209.83+472521.0,,33.04097982130971,47.42253891040687,896.5477376591515,,4.86,0.48,-0.0774,12.860968,520.51263,13.476995,149.4872,12.10576,169.76538,11.098,0.022,10.474,0.022,10.356,0.017,10.272,0.022,10.288,0.02,10.213,0.069,8.828,,,,,,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
89,ZTF J022832.37+462646.7,2MASS 02283237+4626467,353717877114817152,WISEA J022832.37+462646.7,GALEX J022832.4+462647,37.13486895640399,46.44630627439452,1611.133495806486,,17.45,0.29,-0.1465,14.803894,591.5301,15.334001,174.07933,14.089433,238.21677,13.182,0.023,12.572,0.023,12.439,0.021,12.218,0.023,12.265,0.023,12.132,,8.94,,,,21.51919937133789,0.3650000095367431,,,,,AAA,hhh0,AAUU,cut,SSG,,,,,,,,,,,,,,,
90,ZTF J022311.21+470307.5,2MASS 02231121+4703074,353970691773084544,WISEA J022311.20+470307.4,,35.796703662811986,47.05206043327806,1993.0355335873269,,10.84,0.45,-0.0164,14.149326,474.5813,14.809705,129.95825,13.369649,176.52142,12.242,0.023,11.728,0.022,11.552,0.021,11.477,0.024,11.495,0.021,11.488,0.179,9.065,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
91,ZTF J015002.16+483005.6,2MASS 01500217+4830052,357343722866661248,WISEA J015002.15+483005.5,,27.50903649990192,48.50153457908792,1268.9937366848535,,19.1,0.47,-0.1587,14.264221,1036.5083,14.82599,331.04944,13.552112,384.43097,12.595,0.021,12.063,0.031,11.922,0.023,11.917,0.024,11.945,0.023,12.673,,8.679,,,,,,,,,,AAA,0000,AAUU,RS,SSG,,,,,,,,,,,,,,,
92,ZTF J020727.04+492019.8,2MASS 02072704+4920197,358156639916409856,WISEA J020727.04+492019.6,,31.862674126239828,49.33879767649159,1721.511588804591,,0.78,0.5,,13.291296,915.0985,13.60628,290.53857,12.809594,319.97327,12.259,0.023,12.008,0.022,11.977,0.019,11.931,0.023,11.931,0.023,12.3,0.418,8.926,,,,,,,,,,AAA,0000,AACU,cut,RS,,,,,,,,,,,,,,,
93,ZTF J004620.23+314058.9,2MASS 00462022+3140589,360533990211977600,WISEA J004620.23+314058.8,GALEX J004620.3+314100,11.584298722445409,31.683016234585025,1737.6128776847377,,3.46,0.21,-0.7679,15.404393,360.20166,15.957756,81.11596,14.66988,117.24975,13.637,0.024,13.095,0.027,12.918,0.026,12.926,0.024,12.906,0.03,12.515,0.463,8.995,,,,21.86429977416992,0.4316999912261963,,,,,AAA,0000,AACU,RS,SSG,,,,,,,,,,,,,,,
94,CSS J003601.9+343133,2MASS 00360194+3431330,365056522055419520,WISEA J003601.96+343133.1,,9.00823751033142,34.52589452440562,831.1198616828425,,10.54,0.26,,13.758858,484.82553,14.40761,140.11534,12.9766245,176.50105,11.975,0.022,11.322,0.022,11.196,0.018,11.093,0.023,11.088,0.02,11.006,0.115,9.196,,,,,,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
95,CSS J011312.7+374220,2MASS 01131274+3742207,369886401758693120,WISEA J011312.75+374220.7,,18.303149624131706,37.70575182453134,1753.6563746318243,,8.23,0.14,-0.0687,14.530802,362.3877,15.056335,93.44305,13.833193,105.90895,13.014,0.022,12.438,0.023,12.285,0.021,12.196,0.023,12.206,0.022,12.223,0.286,8.836,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
96,CSS J011353.7+375707,2MASS 01135378+3757072,369917634760833664,WISEA J011353.78+375707.2,,18.47407940060936,37.95203152695351,1561.2300383494817,,9.92,0.14,-0.0761,14.304511,154.2344,14.843372,46.890587,13.603673,56.161827,12.736,0.022,12.127,0.018,12.04,0.023,11.882,0.023,11.887,0.022,11.818,0.204,8.809,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
97,ZTF J010445.23+380711.8,2MASS 01044522+3807118,370565487627909760,WISEA J010445.23+380711.8,GALEX J010445.2+380712,16.188493583419838,38.11995378992001,1428.2733942588743,,13.82,0.18,-0.1307,13.151713,520.1152,13.715787,154.8466,12.441518,185.5238,11.463,0.025,10.953,0.029,10.794,0.02,10.738,0.023,10.763,0.02,10.608,0.063,8.891,,,,20.05940055847168,0.1392000019550323,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
98,ZTF J010319.53+384203.7,2MASS 01031954+3842037,370658602518809600,WISEA J010319.53+384203.7,,15.831431675902502,38.70103904331202,780.104419321265,,15.45,0.13,,12.739815,231.98792,13.32339,69.073524,12.010755,84.79463,10.893,0.021,10.352,0.027,10.208,0.021,10.296,0.023,10.311,0.021,10.197,0.057,8.649,,,,,,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
99,GSC 02803-00408,2MASS 01003205+3946541,370948426911924992,WISEA J010032.05+394654.1,GALEX J010032.0+394654,15.133573748078012,39.78169378051879,846.5498846863558,,9.9,0.14,,12.086151,628.6705,12.635184,189.05443,11.382931,252.82997,10.509,0.027,9.944,0.028,9.832,0.019,9.724,0.023,9.771,0.021,9.65,0.04,9.108,0.427,,,19.385900497436523,0.1031000018119812,,,,,AAA,0000,AAAC,RS,RS,,,,,,,,,,,,,,,
100,TYC 2803-469-1,2MASS 01024112+3943319,370958459955665152,WISEA J010241.11+394331.9,GALEX J010241.0+394332,15.671306500116392,39.72552723974849,343.394098411437,,20.13,0.16,,10.235018,669.9273,10.639726,228.09294,9.664592,253.56335,8.912,0.021,8.463,0.044,8.406,0.02,8.34,0.022,8.369,0.019,8.32,0.022,8.003,0.162,21.09670066833496,0.3417,15.154899597167969,0.0124000003561377,,,,,AAA,0000,AAAB,RS,RS,,,,,,,,,,,,,,,
101,GSC 02807-01653,2MASS 01030893+4137118,374577983514606848,WISEA J010308.92+413711.8,GALEX J010308.8+413714,15.787210477751549,41.6199696218205,1225.4200946519368,,17.64,0.15,-0.2328,13.888263,719.1764,14.450174,223.34544,13.171812,259.9629,12.232,0.025,11.65,0.026,11.52,0.023,11.375,0.023,11.399,0.021,11.234,0.12,9.308,,,,21.02910041809082,0.2904999852180481,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
102,ZTF J002214.69+370746.6,2MASS 00221467+3707466,378630267978670080,WISEA J002214.68+370746.6,,5.561214057882262,37.12961692575341,1658.8764085044563,,19.61,0.17,0.0221,14.722559,514.9298,15.31354,130.69672,13.9790945,150.14609,13.142,0.027,12.597,0.032,12.436,0.032,12.28,0.022,12.318,0.023,12.291,0.318,9.16,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
103,CSS J002142.3+381237,2MASS 00214241+3812373,378849070792390528,WISEA J002142.41+381237.2,GALEX J002142.3+381238,5.426769549139112,38.21034138111053,1567.7053038654813,,2.59,0.14,,15.097518,260.83496,15.684866,72.961136,14.349431,96.6977,13.423,0.027,12.746,0.034,12.656,0.028,12.595,0.023,12.585,0.024,12.713,0.524,9.333,,,,21.880300521850582,0.3907000124454498,,,,,AAA,hh00,AACU,SSG,SSG,,,,,,,,,,,,,,,
104,ZTF J001807.13+395030.0,2MASS 00180713+3950300,379967789515203456,WISEA J001807.13+395029.9,,4.5297367780595845,39.841658868744986,1759.3245355150652,,15.61,0.24,0.0037,15.576336,283.56744,16.276148,66.32003,14.750069,97.41103,13.651,0.026,12.996,0.022,12.834,0.023,12.788,0.024,12.811,0.026,12.697,0.419,9.318,,,,,,,,,,AAA,0000,AACU,SSG,SSG,,,,,,,,,,,,,,,
105,ZTF J002412.31+400759.8,2MASS 00241231+4007598,380209647712576768,WISEA J002412.31+400759.7,GALEX J002412.4+400759,6.051317729234224,40.13325824474611,1478.3409529186872,,11.79,0.17,-0.1363,14.741611,527.23816,15.336714,150.85892,13.996127,213.56654,12.899,0.023,12.323,0.028,12.203,0.032,12.157,0.025,12.181,0.024,11.951,0.249,8.347,,,,21.15010070800781,0.3070000112056732,,,,,AAA,hh00,AABU,RS,SSG,,,,,,,,,,,,,,,
106,ZTF J001830.98+394906.9,2MASS 00183098+3949069,380295821937244544,WISEA J001830.98+394906.8,GALEX J001830.9+394908,4.629120244488098,39.818569706381666,1389.7040751919571,,4.93,0.22,-0.3608,13.848064,509.7055,14.461907,142.27982,13.056,172.16516,11.993,0.023,11.397,0.024,11.253,0.018,11.164,0.023,11.176,0.021,10.937,0.095,9.209,,,,20.80120086669922,0.1615000069141388,,,,,AAA,0000,AAAU,cut,SSG,,,,,,,,,,,,,,,
107,ZTF J002213.86+402046.4,2MASS 00221385+4020464,380414912790328448,WISEA J002213.86+402046.2,,5.55775688797977,40.34620203376284,1508.0519651829177,,16.86,0.17,,14.782114,888.12616,15.345113,228.6189,14.0649605,346.4151,13.073,0.027,12.558,0.036,12.453,0.025,12.406,0.023,12.476,0.024,12.295,,8.851,,,,,,,,,,AAA,0000,AAUU,RS,RS,,,,,,,,,,,,,,,
108,ZTF J004154.90+413332.3,2MASS 00415491+4133323,381288852742127744,WISEA J004154.91+413332.5,,10.478790692525347,41.55896542726491,1770.6095335253435,,7.73,0.17,-0.3403,15.404845,249.6273,16.035488,65.87128,14.61301,87.889984,13.442,0.027,12.83,0.031,12.715,0.025,12.557,0.025,12.428,0.025,11.851,0.202,9.001,,,,,,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
109,V0494 And,2MASS 00363321+4305544,381661101844556928,WISEA J003633.20+430554.4,GALEX J003633.2+430555,9.138360838652003,43.09845029727251,320.87031982821077,,24.41,0.18,-0.0086,10.353789,320.77475,10.91042,89.17467,9.64732,117.522835,9.228,0.021,8.614,0.029,8.444,0.021,8.019,0.024,8.048,0.019,7.959,0.018,8.008,0.17,21.16080093383789,0.3315,17.91900062561035,0.0456999987363815,,,,,AAA,0000,AAAB,RS,SSG,18.57992235612444,0.0043299845,0.324479680466962,0.01613272,24.323415164827622,0.3210703,,,SB1,0.34948075,0.36998835,0.38983428,0.4090936,0.42782778,0.44608787
110,ZTF J002322.15+434108.1,2MASS 00232215+4341084,382627783020707072,WISEA J002322.14+434108.2,,5.842294397350134,43.68559557566418,1699.2430421502977,,7.47,0.2,,14.889175,694.0551,15.440881,164.36192,14.188344,267.9218,13.266,0.023,12.701,0.026,12.581,0.024,12.49,0.023,12.487,0.023,12.502,0.372,8.897,,,,,,,,,,AAA,0000,AACU,RS,RS,,,,,,,,,,,,,,,
111,ZTF J001326.17+411113.9,2MASS 00132617+4111138,383280858567817216,WISEA J001326.17+411113.8,GALEX J001326.1+411114,3.3590658708518704,41.18716327082816,1579.1636197269006,,12.94,0.18,-0.3099,13.971611,691.04333,14.481027,226.66124,13.2894535,248.63501,12.382,0.022,11.841,0.023,11.694,0.021,11.571,0.024,11.558,0.021,11.342,0.139,8.688,,,,19.57080078125,0.0935000032186508,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
112,GSC 02789-01374,2MASS 00043646+4124062,384060304935385984,WISEA J000436.46+412406.2,GALEX J000436.4+412406,1.151904537797604,41.401722659926506,1024.482285116192,,5.68,0.23,-0.4143,12.371225,700.4783,12.811214,239.52377,11.729483,220.88574,10.896,0.022,10.379,0.022,10.253,0.021,10.053,0.023,10.053,0.021,9.891,0.044,8.601,,21.79409980773925,0.3437,17.16790008544922,0.0122999995946884,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
113,ZTF J000139.60+442609.4,2MASS 00013964+4426094,385028910256998528,WISEA J000139.63+442609.4,,0.4150860026631696,44.43593686803537,694.4927226054895,,3.31,0.27,-0.116,12.826003,582.0551,13.299815,182.58665,12.193153,181.7423,11.403,0.022,10.989,0.03,10.841,0.023,10.758,0.022,10.799,0.02,10.67,0.079,9.146,,,,,,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
